Metric,Unit,Value
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.98
sm__warps_active.avg.pct_of_peak_sustained_active,%,38.51
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.38
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.37
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,19.52
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.40
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.64
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.15
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.73
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.99
sm__warps_active.avg.pct_of_peak_sustained_active,%,33.85
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.26
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.50
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.60
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,12.22
sm__warps_active.avg.pct_of_peak_sustained_active,%,29.47
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.19
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.31
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.05
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.61
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.39
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.78
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.90
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.43
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,31.05
sm__warps_active.avg.pct_of_peak_sustained_active,%,32.74
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.39
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,9.28
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.53
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,23.86
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.27
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,94.56
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.89
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,95.01
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,23.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,20.50
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,6.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.55
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.65
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.42
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,18.31
sm__warps_active.avg.pct_of_peak_sustained_active,%,15.51
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.13
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.63
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.75
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.85
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.38
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.54
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.95
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.99
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.75
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.80
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.53
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,27.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.93
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,89.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,20.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,41.09
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.70
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.42
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.75
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,15.91
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.94
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.51
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.18
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.09
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.18
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.88
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.60
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.08
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.88
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.02
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,42.43
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.79
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.84
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.24
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.05
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.86
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.70
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.32
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.10
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.28
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,12.89
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.61
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.08
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.71
sm__warps_active.avg.pct_of_peak_sustained_active,%,42.46
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.92
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.13
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.88
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.35
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.57
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.01
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.21
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.04
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.09
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.83
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.36
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.39
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.30
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,3.61
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.13
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.23
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.90
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.18
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.88
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.65
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,25.62
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,96.81
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,35.91
sm__warps_active.avg.pct_of_peak_sustained_active,%,55.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.89
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.60
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.16
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.01
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.89
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.62
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.30
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.29
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.87
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.57
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,36.11
sm__warps_active.avg.pct_of_peak_sustained_active,%,56.36
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.43
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,97.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.29
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.87
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.66
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,100
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
